             UB              LB           Time(s)
            501             394               0.1
            501             407               0.2
            501             408               0.2
            501             419               0.3
            501             420               0.3
            501             430               0.5
            501             431               0.5
            501             432               0.5
            501             436               0.6
            501             437               0.7
            501             438               0.7
            501             439               0.8
            501             441               0.9
            494             441               1.0
            494             442               1.1
            494             445               1.1
            494             446               1.1
            494             447               1.1
            494             448               1.1
            494             451               1.2
            491             451               1.3
            491             453               1.4
            475             453               1.4
            475             454               1.4
            475             455               1.4
            475             457               1.4
            475             465               1.5
            475             466               1.5
            475             475               1.5

../solutions/ILP1/R05_06_01_02         475.000             475             475             467               4         0.00000           1.522               1

