             UB              LB           Time(s)
            501             417               0.1
            501             439               0.3
            501             445               0.4
            501             446               0.5
            501             456               0.7
            501             460               0.9
            501             462               1.0
            501             463               1.0
            501             465               1.1
            501             468               1.2
            501             469               1.4
            501             471               1.4
            501             472               1.5
            501             473               2.1
            501             480               2.2
            501             484               2.4
            501             485               3.1
            501             486               3.1
            501             487               3.3
            501             488               3.3
            501             495               3.7
            501             498               3.7
            501             501               3.7

../solutions/ILP1/R09_06_04_10         501.000             501             501             501               0         0.00000           3.662               1

