             UB              LB           Time(s)
           1132             551             243.6
           1132             579             525.6
           1132             580             587.2
           1132             600             929.0
           1132             601            1059.4
           1132             611            1502.6
           1132             613            1754.1
           1132             614            1837.2
           1132             617            2354.5
           1132             619            2874.8
           1132             620            3231.7
           1132             621            3542.5

../solutions/ILP1/R09_20_04_02         620.079             621            1132            1132               0         0.45141        3600.190               0

