             UB              LB           Time(s)
            801             -92               0.1
            801             494               0.2
            801             541               0.4
            801             543               0.5
            801             565               0.7
            801             566               0.7
            801             578               0.9
            801             580               1.0
            801             587               1.3
            796             587               1.3
            796             589               1.4
            796             591               1.5
            759             591               1.5
            759             592               1.7
            759             593               2.0
            759             596               2.8
            759             598               3.2
            759             599               3.2
            759             600               3.6
            759             601               3.8
            759             602               3.8
            709             602               4.3
            709             610               4.5
            669             610               5.3
            669             613               5.3
            669             619               5.7
            669             620               5.9
            669             621               6.1
            669             622               6.1
            669             627               6.2
            669             628               6.6
            669             629               6.6
            669             630               6.7
            669             631               6.8
            669             632               6.8
            669             633               7.0
            669             634               7.1
            669             635               7.1
            669             636               7.3
            669             637               7.8
            669             638               7.9
            669             639               8.1
            669             640               8.1
            669             641               8.2
            669             642               8.5
            669             643               8.8
            669             644               8.9
            669             645               9.0
            669             646               9.0
            669             647               9.2
            669             648               9.5
            669             649               9.7
            669             650               9.8
            669             651               9.8
            669             652               9.9
            669             653              10.2
            669             654              10.2
            669             655              10.3
            669             656              10.3
            669             657              10.4
            669             658              10.5
            669             659              10.6
            669             660              10.6
            669             661              10.6
            669             662              10.7
            669             663              10.7
            669             664              10.7
            669             665              10.8
            669             666              10.9
            669             667              10.9
            669             668              10.9
            669             669              10.9

../solutions/ILP1/R06_08_02_00         669.000             669             669             669              21         0.00000          10.887               1

