             UB              LB           Time(s)
            998             590              22.5
            998             613              40.6
            998             614              45.5
            998             627              65.4
            998             628              68.7
            998             634              91.6
            998             637             119.6
            998             638             124.5
            998             639             136.4
            998             640             164.3
            998             641             185.7
            998             642             218.3
            998             643             243.3
            998             644             338.9
            998             645             364.2
            998             646             382.0
            998             649             450.6
            998             653            2230.9

../solutions/ILP1/R06_15_02_05         652.147             653             998             998               0         0.34569        3600.062               0

