             UB              LB           Time(s)
            998             597              21.6
            998             624              40.9
            998             625              44.1
            998             637              59.6
            998             642              84.8
            998             647             109.0
            998             648             113.9
            998             650             127.8
            998             651             139.2
            998             652             151.0
            998             655             260.1
            998             659             286.3
            998             660             355.8
            998             662            3577.0

../solutions/ILP1/R06_15_02_10         661.298             662             998             998               0         0.33667        3600.065               0

