             UB              LB           Time(s)
            909            -158               3.5
            909             551               6.6
            909             573              12.2
            909             574              15.4
            909             580              20.7
            909             581              23.2
            909             589              29.1
            909             593              38.9
            909             594              44.1
            909             595              47.7
            909             596              59.2
            909             597              71.9
            909             598              78.0
            909             599              87.9
            909             600              99.1
            909             601             109.0
            909             602             112.8
            909             603             126.9
            909             604             132.2
            909             605             145.7
            909             606             154.3
            909             607             167.9
            909             608             185.1
            908             608             515.2
            858             608             537.8
            825             608             564.8
            821             608             576.3
            819             608             602.0
            810             608             649.8
            809             608             650.8
            805             608             653.4
            781             608             657.7
            781             614             660.1
            779             614             712.3
            779             615            1159.1
            779             616            1172.6
            770             616            1411.5
            770             620            1562.7
            770             621            1749.9
            769             621            1827.0
            769             622            1965.7
            769             623            2006.8
            769             624            2194.5
            769             625            2281.6
            769             626            2507.8
            769             627            2608.9
            769             628            2720.5
            769             629            2893.5
            769             630            3066.6
            769             631            3590.2

../solutions/ILP1/R09_15_03_00         630.577             631             769             769              65         0.17945        3600.403               0

