             UB              LB           Time(s)
           1132             547              76.7
           1132             576             138.7
           1132             577             151.9
           1132             586             201.3
           1132             598             283.8
           1132             599             300.4
           1132             606             370.4
           1132             607             409.6
           1132             609             449.3
           1132             610             492.9
           1132             611             547.4
           1132             612             571.5
           1132             613             643.5
           1132             614             730.8
           1132             615             813.3
           1132             616            1131.8
           1132             617            1476.5
           1132             618            1545.6

../solutions/ILP1/R09_20_02_00         617.250             618            1132            1132               0         0.45406        3600.500               0

