             UB              LB           Time(s)
            650             408               1.1
            650             418               2.7
            650             419               3.2
            650             420               3.4
            650             424               4.6
            650             430               6.8
            650             440               9.9
            650             441              10.3
            650             442              11.7
            650             443              11.9
            650             444              12.8
            650             445              13.9
            650             446              15.5
            650             447              17.1
            650             448              19.1
            650             449              26.2
            650             450              31.6
            650             460             106.2
            650             461             107.5
            650             464             110.0
            649             464             188.7
            641             464             246.7
            641             465             361.1
            641             466             427.5
            641             468             488.8
            641             469             621.4
            628             469             638.5
            615             469             646.6
            615             472             728.6
            593             472             790.8
            593             473             795.3
            593             475             837.3
            593             476             898.7
            593             477             907.7
            593             478             997.9
            593             479            1035.3
            593             480            1061.9
            593             481            1121.6
            593             482            1232.6
            593             483            1246.7
            593             484            1295.5
            593             485            1361.7
            593             486            1400.7
            593             487            1452.8
            593             488            1577.3
            593             489            1643.2
            593             490            1768.8
            593             491            1869.5
            593             492            2061.5
            593             493            2224.5
            593             494            2459.9
            593             495            2557.5
            593             496            2738.2
            593             497            2877.4
            593             498            3023.8
            593             499            3158.3
            593             500            3397.3
            593             501            3532.8

../solutions/ILP1/R07_10_04_10         500.228             501             593             533               6         0.15514        3600.007               0

