             UB              LB           Time(s)
            980             467              21.7
            980             491              56.7
            980             497              75.4
            980             508             114.3
            980             528             217.0
            949             528             218.2
            949             529             237.1
            949             533             318.1
            949             536             400.9
            949             537             477.8
            949             538             490.1
            949             539             532.9
            949             540             587.0
            949             541             647.1
            949             543             712.6
            949             544             732.0
            949             545             772.6
            949             546             828.7
            949             547             895.2
            949             548             972.6
            949             549            1586.2

../solutions/ILP1/R05_15_04_02         548.368             549             949             947               1         0.42150        3600.056               0

