             UB              LB           Time(s)
            904             536               2.6
            904             559               5.8
            904             569               8.5
            904             571               9.4
            904             580              13.4
            904             581              14.3
            904             585              18.7
            904             586              19.6
            904             587              21.5
            904             588              24.0
            904             589              26.4
            904             590              28.8
            904             591              31.8
            904             592              33.0
            904             593              34.6
            904             594              37.5
            904             595              42.4
            904             597              64.0
            904             598              68.6
            904             599              69.7
            904             600              73.9
            904             602              76.6
            904             603              78.7
            904             604              80.3
            904             605              83.9
            904             606              88.1
            904             607              91.3
            904             608              92.9
            904             609              95.6
            904             610             111.6
            904             612             116.5
            904             613             129.9
            904             614             136.9
            904             615             141.1
            904             626             324.1
            890             626             359.3
            890             629             414.9
            890             631             664.0
            884             631             694.8
            884             632             796.0
            884             633             801.3
            884             634             807.1
            884             635             810.7
            884             636             815.3
            884             637             823.3
            884             638             828.7
            884             639             838.1
            884             640             845.7
            884             641             977.3
            884             642            1058.9
            884             643            1084.9
            884             644            1108.5
            884             645            1118.8
            884             647            1123.0
            884             648            1129.6
            884             649            1136.3
            884             650            1149.0
            867             650            1603.7
            867             657            1638.0
            867             660            1981.9
            867             662            2250.3
            867             664            2325.3
            867             666            2332.9
            867             667            2488.6
            867             668            2515.2
            867             669            2542.7
            867             670            2791.1
            867             671            2833.5
            867             672            2994.6
            867             673            3122.2
            867             674            3288.1
            867             675            3335.4
            867             676            3560.7

../solutions/ILP1/R06_12_02_10         675.253             676             867             817               5         0.22030        3600.017               0

