             UB              LB           Time(s)
            568             413               0.1
            568             424               0.3
            568             425               0.3
            568             430               0.4
            568             435               0.7
            568             436               0.8
            568             439               1.0
            568             440               1.0
            568             441               1.1
            568             442               1.2
            568             443               1.2
            568             444               2.1
            568             445               2.3
            568             446               2.3
            568             447               2.9
            568             451               3.0
            568             456               3.0
            568             464               3.1
            568             466               4.2
            568             468               6.0
            568             470               6.6
            518             470               6.7
            518             471               7.1
            518             477               7.2
            518             479               7.3
            518             480               7.6
            518             481               8.1
            518             482               8.2
            518             484               8.4
            518             485               8.5
            518             486               9.0
            518             487               9.2
            518             488               9.6
            518             489               9.6
            518             490              10.1
            518             491              10.2
            518             492              10.7
            518             493              11.0
            518             494              11.3
            518             495              11.8
            518             496              12.0
            518             497              12.2
            518             498              12.9
            518             499              13.0
            518             500              13.1
            518             501              13.3
            518             502              14.0
            518             503              14.8
            518             504              15.1
            518             505              15.3
            518             506              15.7
            518             507              15.9
            518             508              16.4
            518             509              16.7
            518             510              16.8
            518             511              16.8
            518             512              16.8
            518             513              16.9
            518             514              16.9
            518             515              16.9
            518             516              16.9
            518             517              16.9
            518             518              17.0

../solutions/ILP1/R08_06_06_20         518.000             518             518             478               2         0.00000          16.954               1

