             UB              LB           Time(s)
            909             558              26.9
            909             577              52.6
            909             578              58.8
            909             589              87.1
            909             591              96.0
            909             597             133.6
            909             601             188.8
            909             603             223.8
            909             605             254.1
            909             606             281.9
            909             607             305.7
            909             609             341.3
            909             610             367.4
            909             611             395.1
            909             612             419.9
            909             613             464.7
            909             614             492.4
            909             615             529.6
            909             616             932.7

../solutions/ILP1/R09_15_03_05         615.578             616             909             909               0         0.32233        3600.062               0

