             UB              LB           Time(s)
            722             383               1.7
            722             412               3.6
            722             425               5.2
            722             428               5.6
            722             440               7.3
            722             443               7.8
            722             445               9.1
            722             447              10.1
            722             448              12.0
            722             449              13.7
            722             450              14.4
            722             452              19.8
            722             453              21.6
            722             455              22.8
            722             456              26.6
            722             458              29.4
            722             459              30.4
            722             461              33.2
            722             465              89.6
            722             469              90.4
            713             469              93.6
            713             470             117.9
            713             471             312.1
            713             475             344.7
            705             475             374.9
            705             478             409.6
            697             480             480.4
            697             483             526.1
            697             484             612.5
            697             485             617.9
            697             486             623.2
            697             487             637.9
            697             488             681.4
            697             489             700.7
            697             490             729.4
            697             491             746.8
            697             492             782.4
            697             493             848.8
            697             494             868.7
            697             495             961.2
            697             496             995.5
            697             497            1084.2
            697             498            1134.2
            697             499            1213.6
            697             500            1344.6
            697             501            1452.3
            697             502            1545.6
            697             503            2341.3
            697             504            2401.9
            697             505            2406.8
            697             506            2475.9
            697             507            2488.5
            697             508            2585.1
            697             509            2607.6
            697             510            2663.6
            697             511            2732.4
            697             512            2810.5
            697             513            2968.5
            697             514            3001.6
            697             515            3048.2
            697             516            3077.8
            697             517            3138.1
            697             518            3239.0
            697             519            3328.5
            697             520            3396.4
            697             521            3475.4
            697             522            3584.0

../solutions/ILP1/R05_12_01_05         521.163             522             697             662               7         0.25108        3600.018               0

