             UB              LB           Time(s)
            980             474              26.2
            980             504              66.3
            980             528             126.6
            957             528             128.2
            957             541             197.7
            957             542             214.1
            957             544             227.4
            957             548             283.4
            957             549             294.2
            957             550             319.9
            957             551             352.2
            957             552             376.9
            957             553             404.3
            957             556             784.3
            957             557            1050.6

../solutions/ILP1/R05_15_04_10         556.878             557             957             947               1         0.41797        3600.062               0

