             UB              LB           Time(s)
            751             497               3.3
            751             506               7.4
            751             507               8.7
            751             513              13.7
            751             520              26.0
            751             521              27.7
            751             524              37.0
            751             526              40.4
            751             527              41.7
            751             529              49.6
            751             530              62.1
            751             531              71.2
            751             532              80.7
            751             533              96.2
            751             534             113.1
            751             535             124.8
            751             536             145.0
            751             537             162.7
            751             538             197.5
            751             539             229.0
            751             540             244.9
            751             541             263.5
            751             542             293.8
            751             543             323.9
            735             543             905.8
            735             548             955.5
            734             548            1014.0
            734             550            1283.2
            730             550            1525.2
            730             552            1588.1
            729             552            1642.2
            728             552            1943.2
            728             554            2043.6
            728             555            2053.9
            727             555            2358.1
            727             556            2642.2
            727             559            3115.6
            727             561            3410.0

../solutions/ILP1/R09_12_04_01         560.913             561             727             704              23         0.22834        3600.021               0

