             UB              LB           Time(s)
            752             529               0.4
            752             538               0.9
            752             539               1.0
            752             540               1.0
            752             545               1.4
            752             553               2.2
            752             556               2.9
            752             557               3.1
            752             558               4.1
            752             559               6.6
            752             560               7.5
            752             561               7.9
            752             562               8.3
            752             563               8.7
            752             564               9.3
            752             565               9.7
            752             566              10.2
            752             567              25.4
            752             576              33.6
            752             581              40.7
            749             581              46.7
            749             582              54.1
            749             583             142.8
            749             584             151.4
            749             585             153.5
            749             586             159.5
            749             590             169.2
            749             591             171.2
            749             593             176.6
            749             594             193.3
            749             595             196.2
            749             596             202.5
            749             597             221.1
            746             597             223.2
            746             598             223.8
            746             599             235.8
            746             600             238.0
            746             601             241.2
            746             602             265.6
            746             603             270.4
            746             604             292.2
            746             605             315.0
            746             606             336.3
            746             607             353.2
            746             608             358.4
            746             609             382.9
            746             610             389.9
            746             611             410.3
            746             612             431.9
            746             613             445.8
            746             614             468.2
            746             615             498.7
            746             616             518.5
            746             617             558.5
            746             618             582.8
            746             619             608.0
            746             620             628.7
            739             620             637.0
            739             621             658.0
            739             622             685.9
            739             623             701.6
            739             624             726.3
            739             625             757.2
            739             626             793.3
            739             629            1396.0
            739             632            1428.2
            739             633            1468.7
            739             634            1474.2
            739             635            1489.5
            739             636            1496.6
            739             638            1503.2
            739             640            1517.1
            739             642            1544.2
            739             643            1568.3
            739             644            1570.0
            739             645            1590.4
            739             646            1594.6
            739             647            1613.4
            739             648            1647.0
            739             649            1664.6
            739             650            1702.7
            739             651            1728.0
            739             652            1751.0
            739             653            1778.9
            739             654            1811.7
            739             655            1853.3
            739             656            1887.8
            739             657            1910.4
            739             658            1941.0
            739             659            1968.4
            739             660            1998.5
            739             661            2033.8
            739             662            2092.3
            739             663            2143.2
            739             664            2187.8
            738             664            2210.1
            738             665            2218.4
            738             666            2276.8
            738             667            2324.4
            738             668            2363.7
            738             669            2436.5
            738             670            2517.3
            738             671            2576.5
            738             672            2636.5
            738             673            2709.5
            738             674            2766.1
            738             675            2879.5
            730             675            2901.0
            730             676            2949.0
            730             677            3017.2
            730             678            3115.2
            730             679            3220.9
            730             680            3309.0
            730             681            3411.5
            730             682            3507.0

../solutions/ILP1/R08_08_04_20         681.820             682             730             690               2         0.06575        3600.004               0

