             UB              LB           Time(s)
            980             473              25.2
            980             496              48.0
            952             496              49.1
            952             497              55.9
            952             512              86.8
            952             514              95.5
            952             524             135.8
            952             527             155.3
            952             535             214.3
            952             536             224.7
            952             542             257.1
            952             545             292.5
            952             546             300.1
            952             547             313.3
            952             548             334.5
            952             549             354.2
            952             550             388.0
            952             551             789.6

../solutions/ILP1/R05_15_03_05         550.314             551             952             947               1         0.42122        3600.054               0

