             UB              LB           Time(s)
            916             504              12.9
            916             526              22.7
            916             528              31.0
            916             533              44.7
            916             534              48.1
            916             539              61.4
            916             540              65.9
            916             542              72.4
            916             543              82.8
            916             544              89.9
            916             545             110.4
            916             546             117.9
            916             547             123.8
            916             548             135.8
            916             549             142.6
            916             550             218.3
            916             552             243.9
            916             553             273.9
            916             556             298.7
            916             557             318.8
            916             561            1085.8
            912             561            1311.2
            912             563            1576.7

../solutions/ILP1/R07_15_01_10         562.598             563             912             872               4         0.38268        3600.061               0

