             UB              LB           Time(s)
            980             502               7.0
            980             539              16.0
            980             551              22.7
            980             552              24.0
            980             559              32.9
            967             559              34.2
            967             561              45.1
            967             562              47.3
            967             563              58.2
            967             564              65.3
            967             565              76.8
            967             567             118.4
            967             569             132.3
            967             570             159.4
            967             571             171.5
            967             572             182.0
            931             572             613.3
            931             579             669.5
            931             581             808.7
            931             586             916.3
            931             594            1086.2
            931             598            1681.1
            931             600            1691.0
            931             601            1696.3
            931             607            2439.0
            931             609            3015.2

../solutions/ILP1/R05_15_01_20         608.859             609             931             891               2         0.34586        3600.047               0

