             UB              LB           Time(s)
            571             396               0.4
            571             440               1.0
            571             447               1.2
            571             457               1.6
            571             458               1.8
            571             468               2.8
            571             469               3.0
            571             475               4.2
            571             476               4.4
            571             477               4.8
            571             478               5.0
            571             479               7.4
            571             483               8.6
            571             485               9.1
            571             487               9.7
            571             490              10.2
            571             491              16.6
            563             491              22.6
            563             499              24.8
            563             501              33.5
            562             501              38.9
            562             502              42.1
            562             503              48.8
            562             504              49.7
            562             505              51.5
            562             506              54.0
            562             507             111.5
            562             508             115.9
            562             510             120.9
            562             511             122.2
            562             512             123.3
            562             513             124.7
            562             514             128.1
            562             515             129.9
            562             516             138.8
            562             517             141.8
            562             518             146.6
            562             519             152.2
            562             520             156.5
            562             521             164.1
            562             522             173.2
            562             523             183.9
            562             524             198.1
            562             525             202.9
            562             526             213.8
            562             527             220.7
            562             528             233.4
            562             529             236.9
            562             530             245.8
            562             531             265.0
            562             532             274.1
            562             533             281.5
            562             534             293.3
            562             535             303.3
            562             536             313.2
            562             537             317.7
            562             538             321.3
            562             539             328.8
            562             540             337.8
            562             541             343.4
            562             542             346.3
            562             543             352.9
            562             544             358.1
            562             545             363.0
            562             546             370.8
            562             547             377.6
            562             548             382.0
            562             549             392.5
            561             549             395.3
            561             550             395.5
            561             551             401.1
            561             552             402.2
            561             553             402.5
            561             554             406.0
            561             555             410.7
            560             555             417.7
            560             556             425.7
            560             557             441.3
            560             558             464.8
            560             559             475.3
            560             560             477.4

../solutions/ILP1/R09_08_05_02         560.000             560             560             548               6         0.00000         477.388               1

