             UB              LB           Time(s)
            751             505               4.3
            751             514               9.0
            751             522              15.1
            751             523              16.4
            751             529              24.0
            751             534              33.4
            751             536              39.0
            751             537              43.7
            751             538              48.8
            751             539              55.5
            751             540              61.0
            751             541              70.0
            751             542              80.6
            751             543              85.1
            751             544             130.4
            751             545             138.2
            751             546             598.0
            751             553             687.3
            751             559             886.5
            751             560            1215.8
            751             562            1627.8
            751             563            1652.4
            751             564            3106.0
            751             565            3120.9
            751             566            3167.8

../solutions/ILP1/R09_12_04_10         565.167             566             751             751               0         0.24634        3600.024               0

