             UB              LB           Time(s)
            909             552              24.9
            909             575              78.1
            909             576              92.1
            909             585             138.2
            909             587             190.5
            909             593             288.6
            909             597             452.1
            909             598             488.2
            909             599             596.1
            909             600             637.7
            909             602             779.3
            909             603             890.3
            909             604            1020.7
            909             605            1130.6
            909             606            1295.9
            909             607            1446.2
            909             608            2338.3
            909             609            2727.2
            909             610            3477.2

../solutions/ILP1/R09_15_05_01         609.638             610             909             909               0         0.32893        3600.061               0

