             UB              LB           Time(s)
            571             397               0.2
            571             453               0.6
            571             454               0.7
            571             468               0.9
            571             469               1.0
            571             472               1.4
            571             473               1.4
            571             474               1.8
            571             475               1.9
            571             476               2.0
            571             477               2.1
            571             478               2.2
            571             479               2.2
            571             480               2.5
            571             481               4.2
            571             482               4.3
            571             483               4.7
            571             484               4.9
            571             487               5.4
            571             491               5.8
            571             506               8.6
            571             507               9.8
            571             508              10.7
            571             509              11.7
            571             510              11.9
            562             510              12.2
            562             511              12.2
            562             512              12.3
            562             513              12.9
            562             514              13.0
            562             515              13.2
            562             516              13.4
            562             517              14.2
            562             518              15.0
            562             519              15.1
            562             520              16.6
            562             521              16.8
            562             522              17.0
            562             523              17.5
            562             524              18.7
            562             525              19.6
            562             526              19.8
            562             527              20.3
            562             528              20.4
            562             529              21.0
            562             530              22.0
            562             531              22.4
            562             532              23.5
            562             533              24.0
            561             533              24.2
            561             534              24.3
            561             535              25.5
            561             536              25.9
            561             537              26.1
            561             538              26.7
            561             539              27.3
            561             540              27.9
            561             541              28.4
            561             542              28.5
            561             543              29.0
            561             544              29.1
            561             545              29.3
            561             546              30.0
            561             547              30.2
            561             548              30.6
            561             549              30.8
            561             550              31.0
            561             551              31.1
            561             552              31.2
            561             553              31.2
            561             554              31.3
            561             555              31.3
            561             556              31.4
            561             557              31.4
            561             558              31.4
            561             559              31.4
            561             560              31.4
            561             561              31.4

../solutions/ILP1/R09_08_01_01         561.000             561             561             556               5         0.00000          31.446               1

