             UB              LB           Time(s)
            689             418               4.2
            689             430               9.9
            689             436              16.4
            689             437              18.4
            689             441              28.0
            689             442              30.1
            689             444              39.5
            689             446              58.9
            689             447              66.3
            689             448              74.2
            689             449              85.3
            689             450              94.3
            689             451             104.8
            689             452             122.2
            689             453             147.6
            689             454             170.4
            689             455             181.4
            689             456             189.4
            689             457             211.9
            689             458             267.2
            689             459             287.5
            689             460             342.0
            689             461             389.8
            633             461            1038.4
            632             461            1110.9
            631             461            1157.6
            631             462            1993.9
            631             463            2033.8
            631             464            2093.9
            631             465            2159.7
            631             466            2245.7
            631             467            2326.6
            631             468            2400.1
            631             469            2624.6
            631             471            2707.5
            631             472            2762.0
            631             473            2820.1
            606             473            3249.2
            600             473            3257.9

../solutions/ILP1/R07_12_05_01         472.430             473             600             583              17         0.21167        3600.017               0

