             UB              LB           Time(s)
           1199             612              70.0
           1199             654             127.4
           1199             656             143.6
           1199             658             159.0
           1199             665             198.4
           1199             666             213.6
           1199             675             262.1
           1199             681             318.4
           1199             686             369.3
           1199             687             391.2
           1199             688             409.4
           1199             689             440.0
           1199             690             472.4
           1199             691             527.6
           1199             692             558.1
           1199             693             609.2
           1199             694             685.9
           1199             695             737.7
           1199             696             769.1
           1199             697            1013.8
           1199             699            1282.7

../solutions/ILP1/R08_20_02_00         698.521             699            1199            1199               0         0.41701        3600.224               0

