        UB            Time(s)
exec #1
      1186                 0.0
      1145               108.6
      1136               117.2
      1121               125.0
      1112               128.6
      1086               197.1
      1061               245.8
      1042               455.4
      1018               605.9
      1000               886.6
       980              2952.4
exec #2
      1186                 0.0
      1184                74.9
      1168                88.4
      1155                90.1
      1142               115.9
      1130               126.6
      1128               139.2
      1104               162.1
      1097               215.1
      1084               223.5
      1072               268.8
      1064               274.1
      1050               520.6
      1040               835.0
      1032               857.1
      1029               909.8
      1017               979.9
      1011              2338.9
       988              2759.3
       971              3159.4
exec #3
      1186                 0.0
      1185                88.0
      1164               100.6
      1131               102.4
      1069               124.0
      1051               272.3
      1047               337.5
      1044               682.9
      1038              1776.9
      1037              1793.0
      1034              2609.6
      1028              2886.7
      1017              3196.3
exec #4
      1186                 0.0
      1153                64.3
      1133                83.0
      1130               114.6
      1127               125.0
      1113               139.2
      1110               144.5
      1058               147.9
      1045               196.7
      1032               217.1
      1023               512.8
      1022               571.6
      1020               836.3
      1007               854.0
       995              1386.2
       981              1904.6
exec #5
      1186                 0.0
      1172                99.6
      1138               104.9
      1127               129.8
      1099               143.7
      1094               203.5
      1089               272.4
      1088               285.7
      1086               300.6
      1083               301.9
      1055               314.1
      1054               386.0
      1017               623.2
exec #6
      1186                 0.0
      1184                79.8
      1177                83.3
      1154                90.1
      1076               100.3
      1073               253.3
      1012               327.4
      1009              3055.4
exec #7
      1186                 0.0
      1179               103.1
      1167               111.8
      1118               113.4
      1104               140.6
      1093               149.4
      1085               197.2
      1080               216.8
      1069               223.8
      1026               225.5
      1006               490.6
      1004              2664.6
       991              2844.1
exec #8
      1186                 0.0
      1185               137.2
      1172               146.2
      1141               149.7
      1134               156.7
      1127               170.9
      1125               176.2
      1077               186.0
      1071               462.7
      1062               574.3
      1052               685.6
      1035               822.9
      1002              1009.5
      1001              2118.6
       990              2471.7
       977              3463.1
exec #9
      1186                 0.0
      1175               106.5
      1164               115.6
      1154               122.8
      1120               130.1
      1042               157.3
      1031               491.1
      1026               662.5
      1019              1124.7
       999              1437.0
       992              3173.3
       988              3567.4
exec #10
      1186                 0.0
      1178                94.5
      1145                98.0
      1126               127.8
      1111               131.2
      1067               133.0
      1038               266.9
      1013               305.8
      1011              3354.6

solutions/BRKGA/R05_20_04_00             980             971            1017             981            1017            1009             991             977             988            1011       36026.520
