        UB            Time(s)
exec #1
      1132                 0.0
      1131                38.4
exec #2
      1132                 0.0
      1131                36.1
      1130              3597.4
exec #3
      1132                 0.0
      1131                34.2
exec #4
      1132                 0.0
      1131                34.1
exec #5
      1132                 0.0
      1131                32.8
exec #6
      1132                 0.0
      1131                31.6
exec #7
      1132                 0.0
      1131                35.1
exec #8
      1132                 0.0
      1131                35.7
exec #9
      1132                 0.0
      1131                37.4
      1130              2593.1
      1124              2613.2
      1119              2618.7
      1104              2627.0
      1099              2627.9
      1094              2660.2
      1079              2928.0
exec #10
      1132                 0.0
      1131                41.5
      1130              1468.4
      1128              1485.6
      1119              1494.4
      1115              1499.9
      1107              1502.5
      1099              1504.3
      1094              1513.3
      1084              1772.4
      1079              1778.6

solutions/BRKGA/R09_20_02_10            1131            1130            1131            1131            1131            1131            1131            1131            1079            1079       36013.820
