        UB            Time(s)
exec #1
       916                 0.0
       910                 6.7
       905                 7.5
       900                 8.0
       896                14.9
       893              2747.5
exec #2
       916                 0.0
       910                 6.6
       900                 6.8
       899                 8.2
       898                26.7
       897                84.0
       891                89.8
       888               134.5
       881               143.0
       869               144.4
       859               656.6
exec #3
       916                 0.0
       910                 5.9
       900                 6.7
       899                 8.8
       891              1240.4
exec #4
       916                 0.0
       915                 6.9
       900                 7.4
       896                17.7
exec #5
       916                 0.0
       915                 5.7
       914                 6.0
       901                 6.6
       900                 7.4
       896                33.6
       893               189.8
exec #6
       916                 0.0
       908                 9.5
       898                11.5
       892                12.1
       890                12.7
       889                12.9
       884                13.8
       872                14.1
       866                15.8
       862                17.2
       860                20.0
       857               150.3
       849               158.4
exec #7
       916                 0.0
       910                 7.8
       903                 8.6
       896                 8.9
       881                 9.8
       868                10.3
       865                11.2
       860                11.4
       859                11.7
       858                14.2
       856                17.5
       854                17.8
       852                43.9
       849                47.2
       848               265.2
exec #8
       916                 0.0
       910                 6.5
       909                 7.3
       905                 7.6
       900                 7.9
       899                 8.4
       898               362.1
       893               381.8
       885              3578.4
exec #9
       916                 0.0
       905                 8.4
       900                 8.9
       896                41.0
       893               172.5
exec #10
       916                 0.0
       910                 7.5
       904                 7.8
       901                 8.4
       900                 8.6
       896                10.9
       893                59.3
       886              2178.9
       885              2179.7
       877              2180.5
       872              2180.8
       860              2181.9

solutions/BRKGA/R07_15_01_05             893             859             891             896             893             849             848             885             893             860       36003.901
