        UB            Time(s)
exec #1
       885                 0.0
       884                 2.7
       876                 2.9
       872                 3.3
       850                 3.5
       845                 3.9
       827                 4.5
       826                 5.0
       815                 5.4
       809                 6.2
       798               688.9
       785               693.3
       775               727.6
       766               843.3
exec #2
       885                 0.0
       884                 2.2
       864                 2.8
       844                 4.1
       838                 5.2
       833                 5.4
       830                 5.6
       817                 5.8
       816                 6.0
       809                 7.2
       798               984.2
       785               994.0
       781              1016.8
       777              2538.6
       775              2544.7
       766              2911.9
exec #3
       885                 0.0
       876                 1.7
       848                 3.3
       842                 5.6
       824                 7.0
       820                 8.1
       817                 8.2
       816                 9.2
       809                 9.4
       805               871.1
       791               879.9
       785               882.1
       775              1459.5
       766              2525.1
exec #4
       885                 0.0
       883                 1.5
       880                 2.1
       863                 2.5
       855                 2.7
       853                 3.3
       849                 3.5
       841                 3.8
       832                 3.9
       817                 4.1
       816                 4.5
       814                 5.1
       810                 5.7
       809                 5.9
       798              1139.0
       785              1147.0
exec #5
       885                 0.0
       881                 2.4
       870                 3.0
       859                 4.2
       851                 4.6
       841                 4.8
       834                 5.3
       833                 6.2
       824                 6.5
       820                 7.9
       816                 8.3
       814                 8.5
       811                56.3
       798                61.3
       794                79.1
       781              2849.9
exec #6
       885                 0.0
       869                 0.8
       855                 4.2
       843                 4.7
       841                 6.2
       825                 7.2
       821                 8.7
       820                 8.9
       814                 9.5
       809                12.2
       808               817.8
       807               826.7
       803               834.1
       801               860.6
exec #7
       885                 0.0
       884                 3.0
       882                 3.4
       860                 3.8
       820                 5.2
       817                 6.0
       810                 6.4
       809                 6.7
       808               397.6
       785               400.5
       775               425.2
       766               526.0
exec #8
       885                 0.0
       870                 2.0
       853                 3.6
       840                 4.7
       839                 5.4
       834                 5.8
       820                 6.2
       814                 8.6
       811               180.2
       798               182.5
       788              1126.7
       779              1429.0
exec #9
       885                 0.0
       881                 2.6
       870                 2.8
       847                 3.4
       845                 4.0
       841                 5.7
       830                 6.1
       820                 6.5
       811                 7.5
       794                 9.6
       772                98.1
       766               100.1
exec #10
       885                 0.0
       862                 2.4
       856                 2.9
       842                 3.3
       839                 4.9
       838                 5.2
       826                 5.4
       824                 5.6
       823                 6.0
       816                 6.2
       814                 6.3
       809                 7.4
       808              2863.2
       798              2868.2
       785              2871.5
       775              3074.8
       766              3200.5

solutions/BRKGA/R08_12_01_02             766             766             766             785             781             801             766             779             766             766       36003.505
