        UB            Time(s)
exec #1
       541                 0.0
       533                 0.0
       498                 0.3
       487                 0.6
       481                 2.0
       478                 2.8
       473                 5.6
       472                 6.1
       461                 7.3
exec #2
       531                 0.0
       514                 0.0
       492                 0.3
       489                 3.1
       486                 3.4
       478                 4.0
       473                 9.0
       461                10.5
exec #3
       547                 0.0
       520                 0.0
       498                 0.3
       492                 1.5
       480                 3.9
       472                 4.2
       468                 9.2
       461                10.3
exec #4
       549                 0.0
       516                 0.0
       508                 0.3
       507                 0.8
       493                 1.1
       486                 1.4
       478                 2.9
       468                 6.7
       461                 8.8
exec #5
       549                 0.0
       535                 0.0
       518                 0.3
       483                 0.5
       475                 5.6
       473                 7.1
       461                 7.4
exec #6
       545                 0.0
       523                 0.0
       520                 0.3
       510                 0.5
       484                 0.8
       475                 2.5
       473                 4.5
       472                10.8
       461                14.1
exec #7
       521                 0.0
       510                 0.0
       489                 0.3
       483                 2.5
       478                 6.6
       461                 7.8
exec #8
       533                 0.0
       512                 0.3
       508                 0.6
       507                 0.9
       493                 1.2
       484                 1.5
       475                 1.8
       466                 8.3
       461                17.7
exec #9
       518                 0.0
       509                 0.3
       500                 0.6
       475                 0.9
       473                 8.8
       461                 9.7
exec #10
       535                 0.0
       530                 0.0
       515                 0.3
       485                 1.1
       473                 3.4
       468                 6.5
       466                 6.8
       461                22.1

solutions/BRKGA/R07_08_08_00             461             461             461             461             461             461             461             461             461             461       36005.028
