        UB            Time(s)
exec #1
       885                 0.0
exec #2
       885                 0.0
exec #3
       885                 0.0
exec #4
       885                 0.0
exec #5
       885                 0.0
exec #6
       885                 0.0
exec #7
       885                 0.0
exec #8
       885                 0.0
exec #9
       885                 0.0
exec #10
       885                 0.0

solutions/BRKGA/R08_12_12_02             885             885             885             885             885             885             885             885             885             885       36020.159
