        UB            Time(s)
exec #1
       980                 0.0
       965                12.7
       959                15.3
       948                16.6
       941                17.9
       927                18.5
       921                19.0
       917                19.7
       907                20.3
       901                20.8
       894                23.0
exec #2
       980                 0.0
       977                15.2
       958                17.1
       956                17.7
       949                18.3
       917                18.9
       901                20.2
       898                25.6
       894                28.1
exec #3
       980                 0.0
       966                17.6
       940                18.2
       930                20.7
       923                21.3
       907                21.9
       901                23.8
       898                24.5
       894                29.3
exec #4
       980                 0.0
       972                10.6
       951                16.8
       949                17.4
       947                18.0
       937                18.7
       921                19.2
       911                19.8
       905                20.5
       901                21.1
       898                21.7
       894                26.2
exec #5
       980                 0.0
       966                17.4
       951                18.0
       946                18.6
       917                19.2
       905                20.4
       903                23.0
       901                23.6
       898                24.2
       894                25.4
exec #6
       980                 0.0
       931                19.9
       919                21.7
       916                22.4
       911                23.6
       901                24.3
       898                26.8
       894                38.7
exec #7
       980                 0.0
       969                18.3
       947                18.9
       945                19.6
       943                20.2
       920                20.8
       917                21.4
       908                22.1
       905                22.7
       901                23.3
       898                25.7
       894                28.8
exec #8
       980                 0.0
       954                13.5
       921                18.3
       907                20.0
       901                22.4
       898                24.1
       894                26.5
exec #9
       980                 0.0
       932                14.9
       921                15.9
       917                19.1
       905                19.6
       901                20.8
       894                24.8
exec #10
       980                 0.0
       967                16.4
       948                16.9
       927                19.4
       925                20.0
       916                20.6
       901                21.9
       898                24.4
       894                26.0

solutions/BRKGA/R05_15_03_10             894             894             894             894             894             894             894             894             894             894       36009.859
