        UB            Time(s)
exec #1
      1048                 0.0
       947                62.9
       945              1827.3
       919              1978.8
exec #2
      1048                 0.0
      1037               154.5
      1014               226.9
       991               257.8
       987               327.8
       985               578.7
       975              1654.4
       910              1730.2
exec #3
      1048                 0.0
      1042               145.0
      1023               166.8
      1022               226.5
      1019               240.2
       989               256.9
       978               413.2
       961              1396.0
       932              3033.6
exec #4
      1048                 0.0
      1044                52.2
      1036               100.3
      1031               147.3
      1009               165.7
      1007               390.3
      1003               512.1
       999               658.4
       985               719.5
       976               785.7
       964              1828.1
exec #5
      1048                 0.0
      1045               199.6
      1039               244.3
      1029               266.1
      1027               517.5
      1004               531.8
      1000               863.3
       989              1404.2
       951              1905.1
exec #6
      1048                 0.0
      1040               142.5
      1038               160.3
      1005               189.2
       992               191.1
       973               205.1
       964              1071.7
       955              1531.9
       939              2985.9
       928              3353.3
exec #7
      1048                 0.0
      1027                76.5
      1025               128.6
       988               137.0
       986               956.0
       968              1274.8
exec #8
      1048                 0.0
      1046               143.0
      1022               197.8
      1013               309.4
       990               348.1
       983              1227.8
       973              1400.2
       963              1438.8
       945              3167.6
exec #9
      1048                 0.0
      1043               139.3
      1039               144.7
       990               188.6
       968               747.7
       964              1438.4
       932              1934.7
       925              2656.1
exec #10
      1048                 0.0
      1028                91.5
      1018               106.1
       989               157.2
       973               335.1
       961               598.0
       953               767.8
       944               939.6
       940              1170.6
       935              1570.8
       934              1927.6
       933              2874.8

solutions/BRKGA/R08_15_04_01             919             910             932             964             951             928             968             945             925             933       36014.769
