        UB            Time(s)
exec #1
      1199                 0.0
      1188                69.9
exec #2
      1199                 0.0
      1196                64.8
      1188                66.5
exec #3
      1199                 0.0
      1188                66.6
exec #4
      1199                 0.0
      1188                64.6
exec #5
      1199                 0.0
      1190                66.6
      1188                68.3
exec #6
      1199                 0.0
      1188                65.6
exec #7
      1199                 0.0
      1188                62.8
exec #8
      1199                 0.0
      1188                64.5
exec #9
      1199                 0.0
      1190                67.3
      1188                69.1
exec #10
      1199                 0.0
      1196                65.3
      1188                70.2

solutions/BRKGA/R08_20_04_20            1188            1188            1188            1188            1188            1188            1188            1188            1188            1188       36027.557
