        UB            Time(s)
exec #1
       539                 0.0
       536                 0.0
       491                 0.1
       487                 0.8
       486                 1.6
       484                 1.7
       483                 1.8
       473                 2.1
       461                 3.1
exec #2
       517                 0.0
       507                 0.4
       488                 0.6
       479                 0.7
       461                 1.7
exec #3
       539                 0.0
       509                 0.0
       501                 0.1
       494                 0.4
       483                 0.6
       481                 1.3
       473                 1.4
       466                 2.0
       461                 3.3
exec #4
       557                 0.0
       487                 0.0
       480                 1.0
       468                 1.4
       466                 3.3
       461                 3.7
exec #5
       525                 0.0
       511                 0.0
       499                 0.1
       485                 0.7
       478                 1.0
       475                 2.2
       461                 3.1
exec #6
       528                 0.0
       499                 0.0
       496                 1.0
       484                 1.4
       483                 1.9
       475                 2.2
       466                 2.4
       461                 2.6
exec #7
       513                 0.0
       494                 0.0
       479                 0.6
       468                 1.0
       466                 2.2
       461                 2.5
exec #8
       535                 0.0
       527                 0.0
       515                 0.1
       497                 0.2
       492                 0.5
       478                 0.8
       472                 2.8
       466                 3.4
       461                 3.5
exec #9
       537                 0.0
       522                 0.1
       518                 0.3
       493                 0.7
       483                 0.9
       478                 2.1
       461                 3.1
exec #10
       513                 0.0
       496                 0.1
       480                 0.3
       478                 0.9
       461                 1.8

solutions/BRKGA/R07_08_02_00             461             461             461             461             461             461             461             461             461             461       36002.337
