        UB            Time(s)
exec #1
       593                 0.0
       575                 0.0
       563                 0.1
       562                 0.2
       560                 0.5
exec #2
       595                 0.0
       562                 0.0
       560                 0.1
exec #3
       582                 0.0
       579                 0.0
       562                 0.1
       560                 0.3
exec #4
       579                 0.0
       572                 0.0
       566                 0.0
       562                 0.1
       560                 5.3
exec #5
       582                 0.0
       577                 0.0
       572                 0.0
       563                 0.1
       562                 0.1
       560                 0.4
exec #6
       560                 0.0
exec #7
       579                 0.0
       562                 0.0
       560                 0.4
exec #8
       583                 0.0
       562                 0.0
       560                 0.1
exec #9
       585                 0.0
       563                 0.0
       562                 0.2
       560                 0.4
exec #10
       576                 0.0
       573                 0.0
       572                 0.0
       562                 0.1
       560                 0.5

solutions/BRKGA/R06_06_01_05             560             560             560             560             560             560             560             560             560             560       36000.800
