        UB            Time(s)
exec #1
       501                 0.0
       498                 5.0
       496                 6.0
       492                 8.8
       490                11.7
       486                15.2
       482                23.0
       480                25.0
       476                26.8
       474                30.1
exec #2
       501                 0.0
       496                 2.8
       494                 5.6
       492                 8.3
       490                 9.6
       488                11.5
       486                15.6
       484                15.8
       480                18.1
       478                22.4
       476                22.5
       474                25.6
exec #3
       501                 0.0
       500                 4.2
       496                 5.9
       494                 6.0
       492                 7.0
       490                 8.4
       488                10.5
       486                11.3
       484                13.6
       480                17.0
       476                21.0
       474                25.6
exec #4
       501                 0.0
       492                 3.2
       490                 4.5
       488                 5.5
       486                 8.7
       482                 9.4
       480                11.8
       478                12.5
       476                13.9
       474                16.7
exec #5
       501                 0.0
       498                 2.8
       494                 3.9
       488                 5.6
       486                18.0
       484                19.9
       482                20.1
       480                22.4
       478                25.5
       474                47.4
exec #6
       501                 0.0
       500                 1.5
       496                 4.9
       494                 6.4
       492                 7.0
       490                 8.0
       486                13.6
       484                17.6
       480                20.3
       478                21.7
       476                24.1
       474                24.2
exec #7
       501                 0.0
       496                 2.6
       494                 7.1
       492                 7.7
       488                 8.9
       486                13.7
       480                16.9
       478                20.7
       476                21.6
       474                23.5
exec #8
       501                 0.0
       499                 3.1
       496                 6.7
       494                 8.5
       490                10.3
       484                10.5
       482                17.1
       480                24.8
       478                26.9
       476                29.1
       474                30.6
exec #9
       501                 0.0
       500                 4.2
       496                 7.3
       488                 9.7
       486                12.6
       484                16.0
       482                19.1
       480                25.3
       478                27.5
       476                30.2
       474                30.5
exec #10
       501                 0.0
       499                 4.5
       498                 5.3
       496                 6.6
       490                10.0
       488                15.5
       482                18.6
       478                27.2
       476                29.2
       474                29.8

solutions/BRKGA/R05_06_06_02             474             474             474             474             474             474             474             474             474             474       36001.821
