        UB            Time(s)
exec #1
       722                 0.0
       719                22.7
       717                23.3
       712                24.6
       709                31.8
       707                32.5
       697                35.6
       694               204.6
       684               208.5
       682              2865.2
exec #2
       722                 0.0
       721                23.0
       719                23.7
       717                24.4
       712                29.0
       709                34.3
       707                35.6
       697                44.9
       694               549.7
       684              1185.1
       682              1316.6
exec #3
       722                 0.0
       719                22.0
       717                23.3
       705              2448.2
exec #4
       722                 0.0
       719                22.1
       717                23.4
exec #5
       722                 0.0
       719                20.2
       717                22.7
       716                38.3
       714                58.4
       704              2412.1
       686              2419.7
       684              2420.3
       682              2755.0
exec #6
       722                 0.0
       717                21.7
       707               877.4
       706               994.7
       704              1004.5
       686              1014.3
       684              1020.9
       682              1212.3
exec #7
       722                 0.0
       717                22.7
exec #8
       722                 0.0
       719                25.3
       717                26.0
       707              2399.4
       697              2422.9
       694              2567.4
       684              2575.6
       682              2685.5
exec #9
       722                 0.0
       719                21.6
       717                23.9
exec #10
       722                 0.0
       717                18.0
       712                20.2
       709                25.1
       707                26.6
       697               504.9
       694               587.3
       684              1040.9
       682              1352.7

solutions/BRKGA/R05_12_05_10             682             682             705             717             682             682             717             682             717             682       36010.278
