        UB            Time(s)
exec #1
       998                 0.0
       989                21.8
exec #2
       998                 0.0
       989                21.9
exec #3
       998                 0.0
       989                24.9
exec #4
       998                 0.0
       993                19.9
       989                21.2
exec #5
       998                 0.0
       989                22.7
exec #6
       998                 0.0
       993                19.4
       989                23.4
exec #7
       998                 0.0
       993                22.6
       989                23.2
exec #8
       998                 0.0
       989                22.1
exec #9
       998                 0.0
       989                21.6
exec #10
       998                 0.0
       989                22.9

solutions/BRKGA/R06_15_03_10             989             989             989             989             989             989             989             989             989             989       36010.284
