        UB            Time(s)
exec #1
       980                 0.0
       953                11.7
       915                12.2
       908                14.6
       907                15.5
       903                15.9
       892                16.9
       873                17.3
       872                20.9
       868                22.6
       867                32.8
exec #2
       980                 0.0
       946                13.4
       914                15.2
       907                16.7
       896                17.1
       890                17.6
       873                18.0
       872                21.8
       868                24.1
       867                37.9
exec #3
       980                 0.0
       971                10.8
       967                11.3
       940                11.7
       931                13.1
       918                13.5
       914                14.4
       899                14.9
       891                15.4
       881                17.2
       880                19.6
       873                20.0
       872                21.9
       870                24.5
       868                25.8
       867                31.8
exec #4
       980                 0.0
       974                 4.1
       967                 9.6
       948                10.6
       927                11.0
       915                11.5
       904                13.3
       901                15.1
       899                15.5
       891                15.9
       886                16.4
       882                17.3
       873                18.2
       872                23.0
       867                54.5
exec #5
       980                 0.0
       935                 9.0
       892                10.9
       885                14.8
       878                15.7
       873                17.5
       868                18.5
       867                21.8
exec #6
       980                 0.0
       936                11.1
       935                13.8
       918                14.7
       916                15.1
       912                15.5
       908                16.0
       893                16.9
       887                18.8
       875                21.2
       872                22.1
       870                26.3
       869                27.7
       867                29.1
exec #7
       980                 0.0
       947                10.3
       925                10.7
       918                11.2
       897                13.6
       892                14.9
       888                15.3
       880                15.8
       879                18.1
       875                19.9
       872                20.4
       868                21.8
       867                26.4
exec #8
       980                 0.0
       957                10.6
       943                11.0
       926                12.0
       908                12.4
       906                14.3
       900                14.8
       895                15.3
       893                16.2
       892                16.7
       878                17.1
       873                19.9
       872                21.7
       868                22.1
       867                36.0
exec #9
       980                 0.0
       977                 4.1
       971                 8.5
       956                 8.9
       933                 9.7
       913                10.5
       904                10.9
       893                13.3
       882                14.2
       880                14.6
       879                15.6
       873                16.4
       868                17.4
       867                21.6
exec #10
       980                 0.0
       952                 9.0
       951                 9.4
       939                10.4
       933                11.3
       898                11.8
       896                14.5
       887                14.8
       872                15.6
       868                17.6
       867                20.6

solutions/BRKGA/R05_15_02_05             867             867             867             867             867             867             867             867             867             867       36006.873
