        UB            Time(s)
exec #1
       872                 0.0
       856                 6.6
       829                37.2
       825               194.5
       824               361.8
       815               372.8
       814              2002.1
       810              2729.6
       809              3271.6
exec #2
       872                 0.0
       825                14.1
       823               343.0
       822               364.4
       817               512.8
       814               633.3
exec #3
       872                 0.0
       867                18.1
       855                26.0
       840                35.7
       829                42.3
       818                54.0
       817               292.1
       816               334.1
       815               446.4
       812               554.1
       811               752.3
       809              2192.9
exec #4
       872                 0.0
       871                10.4
       866                13.9
       852                16.2
       843                29.2
       835                49.2
       826                61.0
       820                62.7
       818               166.5
       810               294.5
exec #5
       872                 0.0
       867                13.7
       863                27.7
       840                40.1
       839                79.0
       832               109.9
       825               126.7
       816               154.7
       815               755.0
       812              2100.1
       811              3537.9
exec #6
       872                 0.0
       864                25.5
       832                30.9
       825               186.8
       822               251.4
       816               412.5
       812              1054.4
       809              1764.5
exec #7
       872                 0.0
       870                 9.2
       857                17.7
       840                20.1
       835                25.8
       827                76.2
       822               115.7
       820               211.1
       819               218.1
       817               272.5
       815               756.4
       810              1051.5
       804              3222.1
exec #8
       872                 0.0
       867                17.5
       851                29.3
       828                36.9
       823               116.9
       822               135.5
       816               150.5
       810               882.3
       809              2022.9
exec #9
       872                 0.0
       867                12.8
       848                17.5
       826                77.3
       822               167.9
       817               227.2
       814               697.2
       811              1579.2
exec #10
       872                 0.0
       858                11.2
       839                30.4
       822                63.8
       814                98.0
       810               552.5
       809               913.6

solutions/BRKGA/R06_10_10_01             809             814             809             810             811             809             804             809             811             809       36009.470
