        UB            Time(s)
exec #1
       488                 0.0
       466                 0.0
exec #2
       488                 0.0
       481                 0.0
       466                 0.1
exec #3
       484                 0.0
       467                 0.0
       466                 0.3
exec #4
       489                 0.0
       466                 0.0
exec #5
       478                 0.0
       466                 0.2
exec #6
       481                 0.0
       479                 0.1
       466                 0.1
exec #7
       488                 0.0
       479                 0.0
       466                 0.1
exec #8
       489                 0.0
       478                 0.0
       466                 0.2
exec #9
       467                 0.0
       466                 0.1
exec #10
       484                 0.0
       478                 0.1
       466                 0.2

solutions/BRKGA/R05_06_02_00             466             466             466             466             466             466             466             466             466             466       36001.322
