        UB            Time(s)
exec #1
       751                 0.0
       742                50.8
       740               158.6
       735               172.8
       730               178.5
exec #2
       751                 0.0
       742                46.2
       740              1307.7
       730              1313.5
exec #3
       751                 0.0
       742                47.7
exec #4
       751                 0.0
       749                45.0
       742                46.3
exec #5
       751                 0.0
       742                42.7
exec #6
       751                 0.0
       742                40.7
       740              3279.0
       730              3291.5
exec #7
       751                 0.0
       742                46.4
       730              1088.1
exec #8
       751                 0.0
       742                44.0
       730              1512.6
exec #9
       751                 0.0
       742                45.8
exec #10
       751                 0.0
       742                41.1

solutions/BRKGA/R09_12_05_05             730             730             742             742             742             730             730             730             742             742       36011.295
