        UB            Time(s)
exec #1
       571                 0.0
       560                10.4
       555                30.4
       554                36.2
       551                42.1
       548                49.0
       547                53.7
exec #2
       571                 0.0
       569                 4.5
       566                 5.0
       563                 6.4
       559                13.5
       551                31.0
       547                51.6
exec #3
       571                 0.0
       562                 3.5
       556                 8.2
       554                19.5
       548                21.3
       547                53.9
exec #4
       571                 0.0
       569                 3.7
       564                 7.8
       562                 9.1
       556                11.2
       554                13.3
       551                22.7
       548                29.8
       547                34.1
exec #5
       571                 0.0
       565                 5.1
       561                 9.1
       559                12.6
       551                19.5
       547                20.0
exec #6
       571                 0.0
       563                 3.0
       558                 4.8
       551                 8.6
       550                44.8
       549                46.1
       547                58.0
exec #7
       571                 0.0
       561                10.5
       558                16.7
       547                26.5
exec #8
       571                 0.0
       567                 3.4
       561                 6.5
       554                 8.7
       550                17.2
       548                44.3
       547                72.1
exec #9
       571                 0.0
       561                 1.6
       559                10.2
       555                31.9
       550                49.5
       549                68.8
       547                84.1
exec #10
       571                 0.0
       568                 5.4
       564                 7.2
       547                 9.4

solutions/BRKGA/R09_08_05_00             547             547             547             547             547             547             547             547             547             547       36004.357
