        UB            Time(s)
exec #1
       622                 0.0
       609               657.6
       607               664.6
       604               665.9
       597               667.1
       594               675.4
       592               676.7
       584               677.3
       582               677.9
       579               684.8
       577               697.5
exec #2
       622                 0.0
       618               154.7
       613               162.5
       610               170.9
       607               192.6
exec #3
       622                 0.0
       619               609.8
       614               614.6
       611               615.2
       604               616.8
       603               631.2
       599               637.9
exec #4
       622                 0.0
       618               446.6
       613               453.0
       606               464.1
       603               482.2
       598               569.4
       593               589.7
exec #5
       622                 0.0
       618              1419.7
       613              1427.9
       610              1431.9
       607              1443.4
exec #6
       622                 0.0
       619               532.7
       611               533.2
       604               544.4
       599               548.0
       594               548.6
       591               578.8
       589               579.9
       584               597.1
       574               832.4
exec #7
       622                 0.0
       617               432.2
       614               435.1
       606               440.5
       597               442.8
       592               451.9
       591               456.1
       587               465.4
       584               466.6
       579               471.2
       577               493.0
exec #8
       622                 0.0
       619               661.6
       618               683.7
exec #9
       622                 0.0
exec #10
       622                 0.0
       610              2387.9
       607              2413.4

solutions/BRKGA/R05_10_10_05             577             607             599             593             607             574             577             618             622             607       36009.309
