        UB            Time(s)
exec #1
       763                 0.0
       761                 0.0
       745                 0.2
       734                 0.4
       711                 1.2
       702                 1.4
       694                 2.3
       688                 3.4
       686                 4.5
       680                 5.5
       671                 6.4
       669                 8.2
exec #2
       749                 0.0
       732                 0.2
       714                 0.7
       708                 1.6
       695                 1.8
       687                 2.5
       672                 2.7
       671                 8.0
       669                10.1
exec #3
       737                 0.0
       728                 0.2
       695                 0.7
       692                 1.9
       686                 4.5
       673                 5.5
       672                 8.1
       671                10.0
       669                11.6
exec #4
       750                 0.0
       745                 0.0
       736                 0.2
       733                 0.5
       718                 1.4
       678                 1.6
       674                 5.9
       669                10.3
exec #5
       761                 0.0
       729                 0.0
       700                 0.2
       678                 0.5
       676                 6.2
       669                12.1
exec #6
       765                 0.0
       736                 0.0
       712                 0.6
       707                 0.8
       704                 1.3
       684                 1.6
       680                 2.6
       673                 2.8
       669                 5.3
exec #7
       717                 0.0
       700                 1.6
       692                 2.1
       671                 3.0
       669                14.4
exec #8
       779                 0.0
       759                 0.0
       724                 0.2
       705                 1.6
       696                 2.0
       683                 2.8
       682                 4.6
       676                 5.2
       671                 8.5
       669                17.4
exec #9
       749                 0.0
       746                 0.0
       734                 0.5
       706                 0.9
       675                 2.0
       671                 3.0
       669                 7.1
exec #10
       776                 0.0
       723                 0.0
       714                 0.5
       706                 0.7
       686                 2.0
       671                 2.5
       669                14.6

solutions/BRKGA/R06_08_04_00             669             669             669             669             669             669             669             669             669             669       36003.700
