        UB            Time(s)
exec #1
      1132                 0.0
exec #2
      1132                 0.0
exec #3
      1132                 0.0
exec #4
      1132                 0.0
exec #5
      1132                 0.0
exec #6
      1132                 0.0
exec #7
      1132                 0.0
exec #8
      1132                 0.0
exec #9
      1132                 0.0
exec #10
      1132                 0.0

solutions/BRKGA/R09_20_20_01            1132            1132            1132            1132            1132            1132            1132            1132            1132            1132       36106.269
