        UB            Time(s)
exec #1
       722                 0.0
       717                50.8
exec #2
       722                 0.0
       717                49.8
exec #3
       722                 0.0
       719                51.0
       717                52.0
exec #4
       722                 0.0
       717                47.8
exec #5
       722                 0.0
       719                47.2
       717                48.3
exec #6
       722                 0.0
       717                43.2
exec #7
       722                 0.0
       717                45.8
exec #8
       722                 0.0
       717                46.6
exec #9
       722                 0.0
       717                44.6
exec #10
       722                 0.0
       717                39.5

solutions/BRKGA/R05_12_12_10             717             717             717             717             717             717             717             717             717             717       36017.666
