        UB            Time(s)
exec #1
       752                 0.0
       749                 4.3
       746                 5.8
       743                 6.0
       740               143.3
exec #2
       752                 0.0
       749                 4.8
       746                 5.1
       731                83.6
       730                92.2
       718               226.9
exec #3
       752                 0.0
       749                 5.5
       746                 6.2
       742                 6.9
       731                 7.1
       730                37.4
       718               170.7
exec #4
       752                 0.0
       749                 4.4
       746                 5.0
       741               354.0
       739               362.3
exec #5
       752                 0.0
       749                 5.5
       746                 6.0
       731                 6.8
       730                19.5
       718               230.6
exec #6
       752                 0.0
       749                 5.3
       746                 6.4
       745               408.1
       730               414.0
       718               642.5
exec #7
       752                 0.0
       749                 3.0
       746                 4.9
exec #8
       752                 0.0
       746                 4.6
       730                 5.4
       718               166.3
exec #9
       752                 0.0
       746                 4.7
exec #10
       752                 0.0
       749                 3.6
       746                 3.9
       730                 4.2
       718                15.7

solutions/BRKGA/R08_08_03_20             740             718             718             739             718             718             746             718             746             718       36002.921
