        UB            Time(s)
exec #1
       622                 0.0
       620                 1.2
       616                 1.3
       609                 1.5
       607                 2.2
       606                 2.4
       605                 3.1
       600                 3.2
       593                 3.5
       590                 3.7
       570                 3.9
exec #2
       622                 0.0
       619                 1.3
       618                 1.8
       605                 2.0
       591                 2.1
       588                 3.2
       583                 4.3
       575                 6.3
       573                 6.5
       571                 9.4
       570                 9.8
exec #3
       622                 0.0
       618                 0.4
       613                 1.0
       602                 1.6
       582                 2.0
       580                 9.4
       579                10.9
       570                11.1
exec #4
       622                 0.0
       607                 0.7
       605                 1.0
       582                 2.4
       581                 2.7
       577                 3.7
       573                 6.9
       571                 7.2
       570                 7.8
exec #5
       622                 0.0
       602                 1.7
       576                 1.9
       572                 9.8
       571                10.3
       570                11.1
exec #6
       622                 0.0
       618                 0.9
       609                 1.3
       608                 1.9
       606                 2.0
       588                 2.7
       579                 3.0
       576                 3.3
       572                 6.6
       570                 7.5
exec #7
       622                 0.0
       603                 1.2
       587                 1.7
       580                 3.4
       570                 3.5
exec #8
       622                 0.0
       621                 1.6
       604                 2.0
       572                 2.6
       571                22.3
       570                22.9
exec #9
       622                 0.0
       614                 0.2
       612                 1.1
       608                 1.5
       597                 2.3
       587                 2.7
       586                 2.8
       582                 4.0
       573                 4.6
       571                 6.4
       570                 7.2
exec #10
       622                 0.0
       607                 0.8
       594                 2.5
       582                 4.2
       581                 7.8
       577                18.2
       573                19.2

solutions/BRKGA/R05_10_01_02             570             570             570             570             570             570             570             570             570             573       36002.223
