        UB            Time(s)
exec #1
       909                 0.0
       895               105.1
       886               157.0
       864               182.6
       862               186.8
       854               205.6
       850               221.0
       846               223.0
       832               240.5
       830               266.2
       829               270.6
       825               273.2
       817               282.4
       816               290.1
       815               290.7
       814               291.4
       808               296.6
       807               313.6
       805               315.5
       803               324.7
       801               327.3
       800               328.7
       798               333.4
       796               338.7
exec #2
       909                 0.0
       878               150.1
       872               158.7
       866               216.8
       855               238.3
       851               251.2
       842               258.6
       840               288.6
       832               295.5
       830               311.3
       828               313.3
       826               319.0
       820               326.1
       818               344.9
       817               367.3
       816               371.5
       815               373.5
       814               375.5
       812               379.4
       810               407.9
       807               411.4
       805               420.5
       804               629.9
       801               632.6
       799              2149.3
exec #3
       909                 0.0
       905               149.8
       900               165.0
       896               176.8
       895               179.3
       886               181.2
       878               184.5
       873               188.2
       871               194.6
       850               198.3
       844               223.6
       841               244.0
       829               261.8
       818               277.6
       814               301.5
       811               302.7
       805               330.7
       800              1884.8
exec #4
       909                 0.0
       897               149.8
       866               224.0
       864               251.9
       856               255.1
       848               256.4
       840               267.5
       824               269.9
       817               297.0
       811               308.9
       805               337.3
       803               401.1
       801               403.5
       799               515.6
       794               518.1
exec #5
       909                 0.0
       908               231.6
       906               244.3
       901               245.0
       892               256.3
       881               265.8
       879               274.9
       869               314.6
       866               353.9
       860               362.1
       858               388.8
       852               394.5
       848               419.4
       846               424.5
       842               425.8
       839               426.9
       838               435.0
       837               440.4
       836               446.0
exec #6
       909                 0.0
       903               146.5
       902               147.2
       901               155.9
       880               166.9
       866               220.8
       833               266.5
       829               385.7
       826               397.5
       824               405.7
       822               422.5
       819               426.5
       817               431.5
       816               436.0
       812               448.1
       807               455.0
       805               468.1
       803               477.0
exec #7
       909                 0.0
       907               197.2
       897               203.1
       894               208.3
       884               216.9
       882               218.7
       866               251.0
       862               311.1
       861               321.8
       859               328.8
       857               334.4
       854               335.6
       851               340.6
       847               345.5
       845               350.9
       843               351.4
       842               366.1
       841               399.5
       840               403.3
       836               406.5
exec #8
       909                 0.0
       905               217.0
       890               231.9
       883               285.3
       872               287.9
       870               321.2
       868               325.5
       864               350.9
       858               354.0
       855               389.6
       852               392.2
       850               401.1
       848               426.8
       844               445.6
       842               480.5
       840               672.1
       838               836.9
       836               856.7
exec #9
       909                 0.0
       903               150.0
       892               161.3
       884               190.9
       881               191.5
       879               199.7
       872               202.0
       850               206.5
       849               227.3
       847               229.2
       837               233.1
       827               235.6
       822               245.2
       820               250.3
       813               257.2
       812               261.6
       811               266.1
       805               266.8
       801               295.2
       800               316.7
       798               322.8
       796               327.5
       794               333.5
exec #10
       909                 0.0
       886               133.6
       879               170.3
       859               178.8
       851               235.5
       843               244.3
       842               278.0
       840               282.7
       837               303.2
       830               311.2
       826               325.9
       821               343.0
       815               346.7
       811               356.9
       803               365.1
       801               383.0
       800               386.6
       799               393.5
       798               397.2
       796               432.9

solutions/BRKGA/R09_15_03_02             796             799             800             794             836             803             836             836             794             796       36010.632
