        UB            Time(s)
exec #1
       557                 0.0
       553                 0.5
       533                 0.8
       517                 2.1
       515                 2.9
       507                 9.5
       505                15.5
       499                17.7
       498                26.9
       495                30.6
       494                82.5
       493               135.2
       491               185.4
       490               199.5
       489               201.4
       488               209.2
       487               219.5
       486               238.1
       485               241.5
       484               248.4
       483               273.3
       479               312.1
       478               482.6
       476               911.8
       475              1308.5
       473              1909.7
exec #2
       557                 0.0
       505                 0.0
       500                 8.1
       499                31.5
       496                52.6
       495                87.5
       494               169.7
       493               172.7
       491               178.3
       490               420.3
       488               507.3
       487               659.4
       486               673.4
       484              1111.0
       483              1252.9
       482              1286.9
       481              1289.3
       480              1293.3
       479              1296.4
       478              1298.3
       477              1300.4
       476              1305.1
       475              1309.7
       474              1316.5
       473              1323.6
       472              1336.6
       471              1360.3
exec #3
       557                 0.0
       555                 0.0
       552                 0.5
       549                 1.0
       534                 1.3
       528                 2.1
       526                 2.8
       524                 3.1
       507                 4.6
       504                 7.8
       503                23.2
       501                26.8
       499                30.6
       498               118.8
       496               119.6
       495               165.5
       493               192.4
       492               358.6
       491               430.3
       490               489.4
       489               506.8
       488               512.4
       487               539.7
       486               567.3
       485               872.3
       484               931.4
       483               994.0
       482              1041.4
       481              1080.6
       480              1430.2
       479              1435.0
       477              1437.8
exec #4
       557                 0.0
       518                 1.1
       514                 3.1
       507                12.9
       504                16.2
       501                23.1
       500                58.6
       497               105.6
       496               166.5
       492               198.4
       491               235.6
       489               313.4
       488               723.9
       487               881.0
       486               905.5
       483               950.9
       482              1017.0
       481              1019.8
       478              1039.1
       476              1044.3
       475              1048.7
       474              1052.0
       473              1070.8
       472              1102.8
       471              1103.8
       470              1135.7
exec #5
       557                 0.0
       554                 0.3
       539                 0.5
       538                 1.8
       521                 2.6
       507                 5.7
       503                15.4
       499                20.4
       498                65.3
       496                87.9
       493               152.6
       489               228.1
       488               289.3
       487               660.9
       483               714.3
       482               734.7
       481               736.2
       480               737.0
       479               737.7
       478               739.6
       477               740.3
       475               740.9
       473               745.8
exec #6
       557                 0.0
       534                 1.1
       528                 2.0
       508                 2.8
       507                11.3
       505                12.3
       502                17.9
       499                25.8
       498                39.4
       495                76.8
       493               157.2
       492               186.5
       491               221.9
       489               258.5
       488               283.7
       486               374.2
       485               619.3
       483               621.8
       481               624.6
       480               625.2
       479               628.5
       478               629.3
       477               631.8
       476               634.3
       475              1459.8
       474              1462.9
exec #7
       557                 0.0
       551                 0.5
       505                 1.3
       503                 3.4
       501                21.5
       496                32.7
       495                70.5
       494               162.5
       493               289.4
       492               305.3
       490               384.9
       489               572.2
       488               686.9
       487               741.4
       483               771.7
       482               872.8
       481              1041.8
       480              1046.0
       479              1054.7
       478              1063.1
       476              1925.7
       475              1937.4
       472              1942.9
exec #8
       557                 0.0
       546                 0.2
       545                 0.5
       543                 0.7
       512                 1.0
       507                 3.1
       504                 6.2
       502                11.3
       500                19.1
       499                50.1
       495                63.1
       489               206.3
       488               589.3
       486               594.9
       484               792.2
       481               794.0
       480               801.9
       479               806.8
       477               813.7
       475               816.7
       474              1721.7
       473              1905.8
       472              2068.3
       471              2072.5
       470              2963.0
       469              2974.4
exec #9
       557                 0.0
       551                 0.5
       542                 1.3
       523                 1.6
       521                 2.4
       512                 7.7
       504                10.8
       503                13.5
       502                26.9
       491                36.9
       489               489.0
       488               639.8
       487               679.5
       486               841.3
       485               856.3
       484               859.6
       483               860.2
       482              1064.2
       481              1069.8
       480              1075.6
exec #10
       557                 0.0
       526                 0.5
       524                 3.1
       514                 4.7
       512                 6.6
       505                10.0
       504                14.2
       503                17.2
       501                22.5
       499                36.0
       498                58.0
       496                94.3
       494               111.6
       493               149.1
       492               255.3
       491               269.0
       488               314.6
       487               895.5
       486               971.5
       485              1147.0
       484              1148.5
       483              1161.9
       482              1166.4
       481              1250.3
       478              1262.4
       477              1266.5
       476              1266.7
       475              1267.7
       474              1601.7
       473              1607.3
       472              1609.8

solutions/BRKGA/R07_08_05_01             473             471             477             470             473             474             472             469             480             472       36003.939
