        UB            Time(s)
exec #1
       590                 0.0
       585                 6.6
       582                 8.2
       572                 8.6
       561                 8.9
       552                10.0
exec #2
       590                 0.0
       572                 7.1
       561                 7.7
       552                 9.5
exec #3
       590                 0.0
       588                 8.6
       585                 9.0
       575                10.7
       573                19.5
exec #4
       590                 0.0
       585                 8.7
       575                 9.4
exec #5
       590                 0.0
       582                10.0
       564                10.5
       552                12.1
exec #6
       590                 0.0
       564                 9.0
       561                10.5
       552                11.7
exec #7
       590                 0.0
       589                 8.8
       587                10.8
       584                11.3
       571                11.5
       561                12.2
       552                12.8
exec #8
       590                 0.0
       584                 9.1
       582                 9.4
       574                10.0
       562                10.2
       552                11.0
exec #9
       590                 0.0
       588                 8.3
       582                10.1
exec #10
       590                 0.0
       582                 6.4
       574                 7.9
       572                 9.3
       564                12.1
       562                13.0

solutions/BRKGA/R05_08_03_10             552             552             573             575             552             552             552             552             582             562       36002.707
