        UB            Time(s)
exec #1
       751                 0.0
       750               449.8
       748               534.6
       734               562.5
       727               909.8
       724               956.0
       712              1013.0
       711              2307.7
       705              3149.5
exec #2
       751                 0.0
       729               294.5
       721               938.6
       712              1353.6
       706              2042.3
exec #3
       751                 0.0
       749               424.9
       708               455.7
       697              2744.0
exec #4
       751                 0.0
       740                35.4
       723               345.7
       720               979.8
       715              1484.8
       713              2828.7
exec #5
       751                 0.0
       737               270.6
       736               604.9
       730               718.5
       709              1333.0
       698              1371.6
       682              3356.6
exec #6
       751                 0.0
       735               258.1
       723               554.0
       711              1216.9
       707              1768.8
exec #7
       751                 0.0
       748               421.5
       711               435.6
       691              2454.6
exec #8
       751                 0.0
       745               603.4
       722               627.3
       706               685.4
       693              3297.5
exec #9
       751                 0.0
       728               485.8
       723               542.7
       705              1448.3
       692              1836.6
exec #10
       751                 0.0
       750               562.4
       749               686.6
       746               764.2
       726               779.8
       716               918.2
       707              1011.4
       704              1367.1
       687              1626.0

solutions/BRKGA/R09_12_12_00             705             706             697             713             682             707             691             693             692             687       36017.644
