        UB            Time(s)
exec #1
       576                 0.0
       571                 0.0
       554                 0.1
       540                 0.2
       539                 0.5
       538                 2.0
       537                 2.4
       536                 5.3
exec #2
       558                 0.0
       552                 0.0
       548                 0.0
       546                 0.1
       544                 0.3
       542                 0.4
       541                 0.6
       539                 0.7
       538                 1.6
       537                 2.3
       536                 4.0
       535                 6.7
exec #3
       578                 0.0
       559                 0.0
       539                 0.1
       538                 1.3
       537                 1.7
       536                 4.4
exec #4
       567                 0.0
       565                 0.0
       563                 0.1
       559                 0.1
       543                 0.2
       542                 0.4
       538                 0.8
       537                 1.7
       536                 3.4
       535               263.6
exec #5
       559                 0.0
       541                 0.1
       540                 0.2
       539                 0.8
       538                 1.4
       537                 2.8
       536                 3.6
       535                97.6
exec #6
       560                 0.0
       550                 0.0
       549                 0.2
       546                 0.2
       543                 0.5
       538                 0.6
       537                 2.9
       536                 3.2
exec #7
       543                 0.0
       541                 0.4
       538                 1.1
       537                 2.1
       536                 2.8
       535                 5.0
exec #8
       569                 0.0
       543                 0.0
       540                 0.3
       538                 1.6
       537                 1.7
       536                 2.4
exec #9
       567                 0.0
       560                 0.0
       548                 0.1
       542                 0.2
       540                 0.5
       539                 1.2
       536                 1.4
       535                 4.3
exec #10
       563                 0.0
       556                 0.0
       548                 0.1
       541                 0.3
       537                 0.5
       536                 3.0
       535                27.6

solutions/BRKGA/R06_06_02_01             536             535             536             535             535             536             535             536             535             535       36001.053
