        UB            Time(s)
exec #1
       872                 0.0
       850                 6.0
       845                 6.2
       833                 6.9
       828                 7.3
       825                 7.6
exec #2
       872                 0.0
       868                 6.7
       865                 6.9
       843                 7.6
       841                 8.1
       828                 8.5
       825                 8.8
exec #3
       872                 0.0
       868                 7.9
       859                 8.1
       848                 8.5
       834                10.3
exec #4
       872                 0.0
       863                 5.6
       862                 7.0
       858                 7.2
       833                 7.5
       828                 7.7
       825                 8.5
exec #5
       872                 0.0
       861                 7.4
       841                 7.6
       840                 8.2
       837                 8.6
       825                 9.0
exec #6
       872                 0.0
       858                 7.6
       843                 7.8
       828                 8.2
       825                 9.5
       824                10.6
       814              2147.8
exec #7
       872                 0.0
       858                 7.8
       844                 7.9
       841                 8.4
       833                 8.5
       828                 8.7
       825                 9.5
exec #8
       872                 0.0
       861                 7.4
       847                 8.0
       846                 8.3
       841                 8.5
       833                 8.7
       828                 9.0
       825                 9.4
exec #9
       872                 0.0
       870                 7.9
       868                 8.4
       841                 8.6
       834                10.2
       825                10.9
exec #10
       872                 0.0
       868                 7.5
       863                 8.2
       840                 8.8
       833                 9.7
       828                10.0
       824                11.3

solutions/BRKGA/R06_10_02_10             825             825             834             825             825             814             825             825             825             824       36003.481
