        UB            Time(s)
exec #1
       909                 0.0
       887               730.3
       870              1373.0
       825              1446.2
exec #2
       909                 0.0
       867               632.6
       866              3180.3
exec #3
       909                 0.0
       896               627.0
       851               657.4
exec #4
       909                 0.0
       906               655.3
       884               711.4
       849               959.6
exec #5
       909                 0.0
       884               472.8
       875               647.9
       873              1115.6
       870              1192.8
       863              1384.8
       855              1577.4
       847              1605.1
       841              2625.4
       816              2741.1
       804              3532.3
exec #6
       909                 0.0
       879               788.4
       834              1691.6
exec #7
       909                 0.0
       908               868.5
       886               901.3
       884              1227.8
       878              1230.1
       871              1674.9
       861              1979.5
       852              3107.1
exec #8
       909                 0.0
       898               606.1
       896               617.4
       879               955.4
       871              1332.7
       828              1596.7
exec #9
       909                 0.0
       902               366.0
       893               416.5
       884               855.2
       868               873.9
       857               952.8
exec #10
       909                 0.0
       907              1366.0
       906              1762.3
       832              1868.2

solutions/BRKGA/R09_15_15_00             825             866             851             849             804             834             852             828             857             832       36040.299
