        UB            Time(s)
exec #1
       904                 0.0
       902                18.5
       898                29.2
       892                43.3
       882                54.7
       871                62.0
       870                65.4
       854                70.1
       842               111.4
       840               256.7
       838               584.9
       816               590.2
       814              1666.4
       812              2870.6
exec #2
       904                 0.0
       898                32.5
       897                33.9
       887                46.0
       886               153.1
       874               155.1
       850               171.3
       838               473.7
       820              2167.3
exec #3
       904                 0.0
       886                51.1
       882                77.9
       875               102.3
       869               158.4
       867               173.4
       865               309.0
       860               332.3
       834               359.9
exec #4
       904                 0.0
       897                31.3
       887                47.0
       865               121.2
       860               290.8
       849               404.9
       835               436.3
       833               699.2
exec #5
       904                 0.0
       898                58.0
       885                74.4
       868                96.4
       859               103.8
       832               138.8
       831               281.5
       828              3218.1
exec #6
       904                 0.0
       903                54.0
       900                66.4
       885                76.2
       884               125.9
       864               163.3
       847               434.2
       838               787.8
       833              2081.4
exec #7
       904                 0.0
       902                33.6
       901                34.8
       883                39.4
       882                63.3
       874               103.6
       873               135.4
       870               172.5
       859               274.0
       857               413.4
       852               766.6
       825               950.6
exec #8
       904                 0.0
       898                55.0
       895                73.1
       886                88.0
       884                94.8
       881               121.8
       869               149.9
       867               700.1
       856               713.4
       851               791.6
       846              1461.3
       836              2111.1
exec #9
       904                 0.0
       896                19.8
       893               113.4
       874               129.8
       828               142.4
       817               610.8
exec #10
       904                 0.0
       895                63.8
       891                75.6
       885                85.8
       880               104.6
       866               135.7
       864               154.5
       855               207.3
       831               572.5
       830              1816.6
       816              2962.6

solutions/BRKGA/R06_12_05_01             812             820             834             833             828             833             825             836             817             816       36010.942
