        UB            Time(s)
exec #1
      1186                 0.0
      1180                 9.4
      1174                10.3
      1171                10.8
      1169                11.3
      1165                11.8
      1162                12.3
      1150               152.2
      1146               584.7
exec #2
      1186                 0.0
      1171                11.6
      1165                12.6
      1162                15.1
      1160                16.2
      1153                19.6
      1150                25.0
      1146               274.8
exec #3
      1186                 0.0
      1178                11.5
      1177                12.5
      1165                13.5
      1162                14.0
      1150               227.4
      1146               419.7
exec #4
      1186                 0.0
      1183                12.3
      1174                12.8
      1165                13.3
      1162                15.1
      1150                16.4
      1146               614.8
exec #5
      1186                 0.0
      1169                12.9
      1162                13.9
      1158               225.6
      1150               226.6
      1146               236.1
exec #6
      1186                 0.0
      1184                11.7
      1181                12.1
      1169                12.6
      1165                14.1
      1162                14.7
      1156               529.6
      1150               536.0
      1146               938.0
exec #7
      1186                 0.0
      1184                13.2
      1180                14.2
      1165                14.7
      1162                16.2
      1150                56.6
      1146               110.0
exec #8
      1186                 0.0
      1177                11.0
      1165                11.9
      1162                13.4
      1156               188.1
      1150               192.5
      1146               555.7
exec #9
      1186                 0.0
      1171                12.1
      1165                13.0
      1162                15.1
      1150               207.9
      1146               291.3
exec #10
      1186                 0.0
      1184                 9.6
      1171                11.1
      1162                12.0
      1159                36.8
      1150                37.7
      1146              1636.8

solutions/BRKGA/R05_20_01_10            1146            1146            1146            1146            1146            1146            1146            1146            1146            1146       36006.348
