        UB            Time(s)
exec #1
      1048                 0.0
      1045                41.2
exec #2
      1048                 0.0
      1045                38.0
exec #3
      1048                 0.0
      1045                35.4
exec #4
      1048                 0.0
      1045                38.3
exec #5
      1048                 0.0
      1045                40.1
exec #6
      1048                 0.0
      1045                38.8
exec #7
      1048                 0.0
      1045                38.0
exec #8
      1048                 0.0
      1045                36.9
exec #9
      1048                 0.0
      1045                38.8
exec #10
      1048                 0.0
      1045                39.3

solutions/BRKGA/R08_15_05_20            1045            1045            1045            1045            1045            1045            1045            1045            1045            1045       36017.202
