        UB            Time(s)
exec #1
       904                 0.0
       902                48.8
       894                53.0
       884                58.3
       875                59.4
       874                61.5
exec #2
       904                 0.0
       894                46.1
       875                48.1
       874                55.5
exec #3
       904                 0.0
       895                49.4
       894                50.5
       875                55.8
       874                60.1
exec #4
       904                 0.0
       874                49.6
exec #5
       904                 0.0
       902                51.4
       895                52.5
       892                53.6
       885                56.4
       884                58.5
       882                59.6
       874                61.7
exec #6
       904                 0.0
       894                49.3
       885                52.1
       874                54.2
exec #7
       904                 0.0
       894                47.5
       885                54.5
       874                58.2
exec #8
       904                 0.0
       902                50.4
       892                52.5
       874                53.5
exec #9
       904                 0.0
       895                47.8
       894                48.9
       885                52.0
       882                55.2
       874                56.2
exec #10
       904                 0.0
       895                48.0
       884                49.0
       875                51.1
       874                56.8

solutions/BRKGA/R06_12_12_10             874             874             874             874             874             874             874             874             874             874       36017.668
