        UB            Time(s)
exec #1
       980                 0.0
       951                35.9
       944                36.9
       939                37.9
       931                38.8
exec #2
       980                 0.0
       944                33.7
       939                36.8
       931                37.7
exec #3
       980                 0.0
       931                33.4
exec #4
       980                 0.0
       978                33.7
       971                34.7
       955                35.8
       944                36.9
       939                38.0
       931                39.0
exec #5
       980                 0.0
       967                33.8
       931                36.0
exec #6
       980                 0.0
       944                33.9
       931                38.2
exec #7
       980                 0.0
       955                35.9
       931                38.0
exec #8
       980                 0.0
       931                34.8
exec #9
       980                 0.0
       975                36.9
       950                38.0
       944                39.1
       931                40.2
exec #10
       980                 0.0
       975                35.9
       944                37.0
       939                39.2
       931                40.3

solutions/BRKGA/R05_15_05_20             931             931             931             931             931             931             931             931             931             931       36019.327
