        UB            Time(s)
exec #1
       650                 0.0
       645                13.7
       639                14.5
       623                15.2
       618                16.0
       614                16.4
       613                17.1
exec #2
       650                 0.0
       630                18.2
       614                20.2
       613                21.0
exec #3
       650                 0.0
       641                15.8
       630                16.2
       613                16.6
exec #4
       650                 0.0
       613                15.8
exec #5
       650                 0.0
       643                17.6
       633                18.8
       614                19.6
       613                21.1
       606                22.3
       605                42.5
       599              1625.7
exec #6
       650                 0.0
       638                15.6
       630                16.0
       623                16.4
       613                17.2
       605              1447.4
exec #7
       650                 0.0
       644                11.9
       633                12.5
       619                13.1
       613                13.8
exec #8
       650                 0.0
       624                15.9
       620                18.1
       614                18.5
       613                18.9
exec #9
       650                 0.0
       648                15.9
       638                16.3
       621                17.0
       619                18.1
       614                18.5
       613                18.9
exec #10
       650                 0.0
       637                23.2
       625                23.6
       623                24.0
       611                25.2
       606                25.8
       604                28.0
       603                36.9

solutions/BRKGA/R07_10_04_10             613             613             613             613             599             605             613             613             613             603       36006.465
